first_day_of_month,cfips,microbusiness_density
1127.0,21013,1.0605116
1157.0,21013,1.0701089
0.0,21015,5.9781737
31.0,21015,6.4559574
61.0,21015,6.5265026
92.0,21015,6.6184254
122.0,21015,6.6344581
153.0,21015,6.5595884
184.0,21015,6.5543189
213.0,21015,6.6965981
244.0,21015,6.8546858
274.0,21015,6.8841953
305.0,21015,6.9305677
335.0,21015,6.8040977
366.0,21015,6.8483624
397.0,21015,6.6913285
427.0,21015,6.7124066
458.0,21015,6.7292695
488.0,21015,6.7134604
519.0,21015,6.8438063
550.0,21015,6.0758781
578.0,21015,5.9823551
609.0,21015,6.000021
639.0,21015,5.9511809
670.0,21015,5.9231243
700.0,21015,5.9158502
731.0,21015,5.8566189
762.0,21015,5.7537436
792.0,21015,5.7818003
823.0,21015,5.8597364
853.0,21015,6.0904264
884.0,21015,6.0401378
915.0,21015,6.1168933
943.0,21015,5.9101653
974.0,21015,5.9306335
1004.0,21015,5.9122124
1035.0,21015,5.976687
1065.0,21015,6.21207
1096.0,21015,6.1752276
1127.0,21015,6.2233276
1157.0,21015,6.303153
0.0,21017,2.6526916
31.0,21017,2.6138716
61.0,21017,2.7303312
92.0,21017,2.6462216
122.0,21017,2.6721015
153.0,21017,2.7115595
184.0,21017,2.6473045
213.0,21017,2.6922829
244.0,21017,2.7244105
274.0,21017,2.7308359
305.0,21017,2.7436869
335.0,21017,2.7886655
366.0,21017,2.7693889
397.0,21017,2.7629635
427.0,21017,2.7693889
458.0,21017,2.7436869
488.0,21017,2.8015165
519.0,21017,2.8151774
550.0,21017,2.5381691
578.0,21017,2.525285
609.0,21017,2.525285
639.0,21017,2.525285
670.0,21017,2.5446112
700.0,21017,2.525285
731.0,21017,2.5381691
762.0,21017,2.5768216
792.0,21017,2.5574954
823.0,21017,2.525285
853.0,21017,2.5639374
884.0,21017,2.6505868
915.0,21017,2.605443
943.0,21017,2.598994
974.0,21017,2.6441379
1004.0,21017,2.6441379
1035.0,21017,2.605443
1065.0,21017,2.6570361
1096.0,21017,2.6828325
1127.0,21017,2.6634851
1157.0,21017,2.6763833
0.0,21019,3.4029288
31.0,21019,3.3531554
61.0,21019,3.3164802
92.0,21019,3.2955229
122.0,21019,3.2064548
153.0,21019,3.2097852
184.0,21019,3.1543074
213.0,21019,3.0988297
244.0,21019,3.1199641
274.0,21019,3.2837555
305.0,21019,3.1384566
335.0,21019,3.1146805
366.0,21019,3.1093969
397.0,21019,3.1358149
427.0,21019,3.1041133
458.0,21019,3.0909042
488.0,21019,3.0935462
519.0,21019,3.0755291
550.0,21019,3.1901286
578.0,21019,3.1954587
609.0,21019,3.1794682
639.0,21019,3.1821332
670.0,21019,3.1554821
700.0,21019,3.1661425
731.0,21019,3.1474869
762.0,21019,3.1688077
792.0,21019,3.2061191
823.0,21019,3.1901286
853.0,21019,3.2487607
884.0,21019,3.3035212
915.0,21019,3.3223217
943.0,21019,3.0752289
974.0,21019,3.0832863
1004.0,21019,3.0725431
1035.0,21019,3.0698574
1065.0,21019,3.1074584
1096.0,21019,3.1128299
1127.0,21019,3.1101441
1157.0,21019,3.1289446
0.0,21021,2.4194226
31.0,21021,2.2847767
61.0,21021,2.4404612
92.0,21021,2.3436842
122.0,21021,2.3563073
153.0,21021,2.3699858
184.0,21021,2.3657985
213.0,21021,2.3699858
244.0,21021,2.4034839
274.0,21021,2.407671
305.0,21021,2.4202328
335.0,21021,2.4202328
366.0,21021,2.4202328
397.0,21021,2.4034839
427.0,21021,2.4160457
458.0,21021,2.3448622
488.0,21021,2.3281133
519.0,21021,2.3009586
550.0,21021,2.5010421
578.0,21021,2.4968736
609.0,21021,2.5177157
639.0,21021,2.5135474
670.0,21021,2.5052104
700.0,21021,2.4802001
731.0,21021,2.5635681
762.0,21021,2.5260525
792.0,21021,2.5260525
823.0,21021,2.5260525
853.0,21021,2.5177157
884.0,21021,2.5550478
915.0,21021,2.5675113
943.0,21021,2.571666
974.0,21021,2.5508933
1004.0,21021,2.5425842
1035.0,21021,2.5924387
1065.0,21021,2.6422932
1096.0,21021,2.6298296
1127.0,21021,2.6339843
1157.0,21021,2.6422932
0.0,21023,1.8816775
31.0,21023,1.8338383
61.0,21023,1.8657311
92.0,21023,1.8338383
122.0,21023,1.8019454
153.0,21023,1.8245839
184.0,21023,1.8085787
213.0,21023,1.4884763
244.0,21023,1.840589
274.0,21023,1.7765685
305.0,21023,1.8085787
335.0,21023,1.7925736
366.0,21023,1.7765685
397.0,21023,1.7925736
427.0,21023,1.8085787
458.0,21023,1.7605634
488.0,21023,1.7765685
519.0,21023,1.7257758
550.0,21023,1.4249525
578.0,21023,1.4091197
609.0,21023,1.3932869
639.0,21023,1.377454
670.0,21023,1.3616213
700.0,21023,1.3616213
731.0,21023,1.3616213
762.0,21023,1.3932869
792.0,21023,1.3932869
823.0,21023,1.4091197
853.0,21023,1.4249525
884.0,21023,1.4533966
915.0,21023,1.4691943
943.0,21023,1.4849921
974.0,21023,1.5165877
1004.0,21023,1.5165877
1035.0,21023,1.5165877
1065.0,21023,1.5323855
1096.0,21023,1.5323855
1127.0,21023,1.5323855
1157.0,21023,1.5323855
0.0,21025,0.8388142
31.0,21025,0.84834617
61.0,21025,0.84834617
92.0,21025,0.8388142
122.0,21025,0.82928222
153.0,21025,0.86413825
184.0,21025,0.78732598
213.0,21025,0.65290445
244.0,21025,0.78732598
274.0,21025,0.79692751
305.0,21025,0.80652905
335.0,21025,0.79692751
366.0,21025,0.80652905
397.0,21025,0.81613058
427.0,21025,0.81613058
458.0,21025,0.82573211
488.0,21025,0.82573211
519.0,21025,0.84179974
550.0,21025,0.76439285
578.0,21025,0.76439285
609.0,21025,0.76439285
639.0,21025,0.76439285
670.0,21025,0.76439285
700.0,21025,0.75471699
731.0,21025,0.73536527
762.0,21025,0.73536527
792.0,21025,0.73536527
823.0,21025,0.69666183
853.0,21025,0.71601355
884.0,21025,0.76711249
915.0,21025,0.75727773
943.0,21025,0.75727773
974.0,21025,0.73760819
1004.0,21025,0.7179386
1035.0,21025,0.7179386
1065.0,21025,0.78678209
1096.0,21025,0.74744296
1127.0,21025,0.75727773
1157.0,21025,0.75727773
0.0,21027,2.3572311
31.0,21027,2.3507195
61.0,21027,2.3637428
92.0,21027,2.3572311
122.0,21027,2.3572311
153.0,21027,2.3490584
184.0,21027,2.3296447
213.0,21027,2.310231
244.0,21027,2.3361161
274.0,21027,2.2066913
305.0,21027,2.2196338
335.0,21027,2.3684721
366.0,21027,2.3878858
397.0,21027,2.3684721
427.0,21027,2.3684721
458.0,21027,2.3490584
488.0,21027,2.2843461
519.0,21027,2.2892418
550.0,21027,2.0641758
578.0,21027,2.0898979
609.0,21027,2.0834672
639.0,21027,2.0577455
670.0,21027,2.0641758
700.0,21027,2.0641758
731.0,21027,2.5271688
762.0,21027,2.4821556
792.0,21027,2.4757249
823.0,21027,2.4564338
853.0,21027,2.4628642
884.0,21027,2.4486926
915.0,21027,2.455086
943.0,21027,2.4806597
974.0,21027,2.5190206
1004.0,21027,2.5190206
1035.0,21027,2.5445943
1065.0,21027,2.525414
1096.0,21027,2.525414
1127.0,21027,2.5445943
1157.0,21027,2.5509877
0.0,21029,2.3859348
31.0,21029,2.3809917
61.0,21029,2.3908782
92.0,21029,2.4024124
122.0,21029,2.3760483
153.0,21029,2.3348324
184.0,21029,2.2682621
213.0,21029,2.2812514
244.0,21029,2.3461981
274.0,21029,2.3397036
305.0,21029,2.3185959
335.0,21029,2.3413272
366.0,21029,2.3380799
397.0,21029,2.3429508
427.0,21029,2.3234668
458.0,21029,2.3121011
488.0,21029,2.2893698
519.0,21029,2.2524614
550.0,21029,2.2268469
578.0,21029,2.2140398
609.0,21029,2.2572641
639.0,21029,2.2572641
670.0,21029,2.2364523
700.0,21029,2.2156408
731.0,21029,2.2284479
762.0,21029,2.2284479
792.0,21029,2.2236452
823.0,21029,2.2636676
853.0,21029,2.2716722
884.0,21029,2.2632737
915.0,21029,2.261692
943.0,21029,2.3170481
974.0,21029,2.3154664
1004.0,21029,2.3012321
1035.0,21029,2.2917426
1065.0,21029,2.3486803
1096.0,21029,2.3281193
1127.0,21029,2.3265376
1157.0,21029,2.313885
0.0,21031,1.2055516
31.0,21031,1.195421
61.0,21031,1.1346368
92.0,21031,1.1548982
122.0,21031,1.1447675
153.0,21031,1.1411836
184.0,21031,1.0603918
213.0,21031,1.0502928
244.0,21031,1.0704908
274.0,21031,1.0805898
305.0,21031,1.0401939
335.0,21031,0.999798
366.0,21031,1.0199959
397.0,21031,1.0199959
427.0,21031,1.0502928
458.0,21031,1.0502928
488.0,21031,1.0199959
519.0,21031,0.9926061
550.0,21031,0.95209157
578.0,21031,0.9926061
609.0,21031,0.9926061
639.0,21031,0.9926061
670.0,21031,1.0128634
700.0,21031,1.0331206
731.0,21031,1.0432492
762.0,21031,1.0635065
792.0,21031,1.0837638
823.0,21031,1.0938925
853.0,21031,1.0736352
884.0,21031,1.1370559
915.0,21031,1.1269035
943.0,21031,1.1370559
974.0,21031,1.106599
1004.0,21031,1.1370559
1035.0,21031,1.1472081
1065.0,21031,1.1675127
1096.0,21031,1.1573604
1127.0,21031,1.1675127
1157.0,21031,1.177665
0.0,21033,1.1419909
31.0,21033,1.0712481
61.0,21033,1.0510359
92.0,21033,1.0813543
122.0,21033,1.0914603
153.0,21033,1.1548982
184.0,21033,1.1143755
213.0,21033,1.1143755
244.0,21033,1.1143755
274.0,21033,1.0839834
305.0,21033,1.1042447
335.0,21033,1.0839834
366.0,21033,1.0738527
397.0,21033,1.063722
427.0,21033,1.1143755
458.0,21033,1.0738527
488.0,21033,1.0535914
519.0,21033,1.0540185
550.0,21033,1.1857708
578.0,21033,1.2263099
609.0,21033,1.2567143
639.0,21033,1.2263099
670.0,21033,1.1756359
700.0,21033,1.124962
731.0,21033,1.1350968
762.0,21033,1.1553664
792.0,21033,1.1857708
823.0,21033,1.2364447
853.0,21033,1.2161751
884.0,21033,1.1786222
915.0,21033,1.249746
943.0,21033,1.2599065
974.0,21033,1.229425
1004.0,21033,1.229425
1035.0,21033,1.249746
1065.0,21033,1.2599065
1096.0,21033,1.249746
1127.0,21033,1.2599065
1157.0,21033,1.2395854
0.0,21035,4.5677409
31.0,21035,4.5487614
61.0,21035,4.5361085
92.0,21035,4.5361085
122.0,21035,4.5614147
153.0,21035,4.5517588
184.0,21035,4.4130626
213.0,21035,4.4950194
244.0,21035,4.532846
274.0,21035,4.5391502
305.0,21035,4.5170851
335.0,21035,4.5265412
366.0,21035,4.5170851
397.0,21035,4.5107803
427.0,21035,4.4698019
458.0,21035,4.4508891
488.0,21035,4.4603453
519.0,21035,4.4814138
550.0,21035,4.5065727
578.0,21035,4.5380211
609.0,21035,4.5191522
639.0,21035,4.5506005
670.0,21035,4.5128627
700.0,21035,4.5097175
731.0,21035,4.5191522
762.0,21035,4.5160074
792.0,21035,4.4751244
823.0,21035,4.4531102
853.0,21035,4.437386
884.0,21035,4.436657
915.0,21035,4.4178843
943.0,21035,4.4616876
974.0,21035,4.4648166
1004.0,21035,4.4648166
1035.0,21035,4.4710741
1065.0,21035,4.4992332
1096.0,21035,4.4773316
1127.0,21035,4.4992332
1157.0,21035,4.5148773
0.0,21037,4.3097587
31.0,21037,4.2056918
61.0,21037,4.2598066
92.0,21037,4.2167921
122.0,21037,4.1918163
153.0,21037,4.1296716
184.0,21037,4.0704799
213.0,21037,4.0883751
244.0,21037,4.1847339
274.0,21037,4.4228783
305.0,21037,4.4421501
335.0,21037,4.4696813
366.0,21037,4.4793172
397.0,21037,4.4793172
427.0,21037,4.4421501
458.0,21037,4.4270082
488.0,21037,4.4352674
519.0,21037,4.2768912
550.0,21037,4.498251
578.0,21037,4.5501747
609.0,21037,4.5515413
639.0,21037,4.5419765
670.0,21037,4.5228467
700.0,21037,4.5378771
731.0,21037,4.5324116
762.0,21037,4.6225953
792.0,21037,4.6389923
823.0,21037,4.6348929
853.0,21037,4.6649542
884.0,21037,4.5943646
915.0,21037,4.5862641
943.0,21037,4.613266
974.0,21037,4.629467
1004.0,21037,4.6092157
1035.0,21037,4.6227164
1065.0,21037,4.6470184
1096.0,21037,4.6267672
1127.0,21037,4.6308174
1157.0,21037,4.6254168
0.0,21039,1.3962065
31.0,21039,1.3435194
61.0,21039,1.317176
92.0,21039,1.3435194
122.0,21039,1.3435194
153.0,21039,1.3995247
184.0,21039,1.3995247
213.0,21039,1.5051492
244.0,21039,1.7163982
274.0,21039,2.0596778
305.0,21039,2.2181146
335.0,21039,2.4029574
366.0,21039,2.8254554
397.0,21039,2.8518617
427.0,21039,2.9310801
458.0,21039,2.9310801
488.0,21039,2.9046738
519.0,21039,2.9778018
550.0,21039,3.3297238
578.0,21039,3.4650786
609.0,21039,3.4109366
639.0,21039,3.3838658
670.0,21039,3.3838658
700.0,21039,3.4380076
731.0,21039,3.6004331
762.0,21039,3.6004331
792.0,21039,3.6275041
823.0,21039,3.3567948
853.0,21039,3.3838658
884.0,21039,3.5049288
915.0,21039,3.532311
943.0,21039,3.5596933
974.0,21039,3.5870755
1004.0,21039,3.5870755
1035.0,21039,3.5870755
1065.0,21039,3.5596933
1096.0,21039,3.6966045
1127.0,21039,3.9704273
1157.0,21039,3.9430449
0.0,21041,1.3948228
31.0,21041,1.2314652
61.0,21041,1.2314652
92.0,21041,1.2817291
122.0,21041,1.319427
153.0,21041,1.3220851
184.0,21041,1.3346764
213.0,21041,1.3094938
244.0,21041,1.3472677
274.0,21041,1.3976328
305.0,21041,1.3976328
335.0,21041,1.4228154
366.0,21041,1.4354067
397.0,21041,1.3976328
427.0,21041,1.3346764
458.0,21041,1.3346764
488.0,21041,1.3850416
519.0,21041,1.3888888
550.0,21041,1.4267677
578.0,21041,1.4015151
609.0,21041,1.3888888
639.0,21041,1.3762627
670.0,21041,1.3888888
700.0,21041,1.3888888
731.0,21041,1.3257576
762.0,21041,1.300505
792.0,21041,1.300505
823.0,21041,1.2752526
853.0,21041,1.3383838
884.0,21041,1.2754135
915.0,21041,1.2880415
943.0,21041,1.3006693
974.0,21041,1.23753
1004.0,21041,1.2501578
1035.0,21041,1.2249022
1065.0,21041,1.3132972
1096.0,21041,1.3132972
1127.0,21041,1.325925
1157.0,21041,1.325925
0.0,21043,0.75778973
31.0,21043,0.72013557
61.0,21043,0.73896265
92.0,21043,0.72484231
122.0,21043,0.73425585
153.0,21043,0.72840792
184.0,21043,0.70002836
213.0,21043,0.70948821
244.0,21043,0.72367799
274.0,21043,0.70948821
305.0,21043,0.70948821
335.0,21043,0.71421814
366.0,21043,0.70948821
397.0,21043,0.73313785
427.0,21043,0.72367799
458.0,21043,0.70475829
488.0,21043,0.70002836
519.0,21043,0.67273074
550.0,21043,0.78643167
578.0,21043,0.78643167
609.0,21043,0.80064428
639.0,21043,0.78643167
670.0,21043,0.81485695
700.0,21043,0.81485695
731.0,21043,0.81011939
762.0,21043,0.83854461
792.0,21043,0.84801972
823.0,21043,0.84328216
853.0,21043,0.83380711
884.0,21043,0.85762465
915.0,21043,0.86726087
943.0,21043,0.86244279
974.0,21043,0.85280657
1004.0,21043,0.87207901
1035.0,21043,0.87689716
1065.0,21043,0.89135146
1096.0,21043,0.90098768
1127.0,21043,0.92026019
1157.0,21043,0.96362323
0.0,21045,1.9846455
31.0,21045,1.9029729
61.0,21045,1.8621366
92.0,21045,1.8948057
122.0,21045,1.8703039
153.0,21045,1.8733639
184.0,21045,1.9224477
213.0,21045,1.7342932
244.0,21045,1.7670157
274.0,21045,1.7261126
305.0,21045,1.7261126
335.0,21045,1.7833769
366.0,21045,1.7670157
397.0,21045,1.7588351
427.0,21045,1.7506545
458.0,21045,1.7424738
488.0,21045,1.7670157
519.0,21045,1.7016772
550.0,21045,1.6283993
578.0,21045,2.0599251
609.0,21045,2.0110731
639.0,21045,1.9703631
670.0,21045,1.9703631
700.0,21045,1.8563752
731.0,21045,1.8319492
762.0,21045,1.8563752
792.0,21045,1.8482332
823.0,21045,1.8156652
853.0,21045,1.8238072
884.0,21045,1.8087436
915.0,21045,2.3197339
943.0,21045,2.2954011
974.0,21045,2.2629573
1004.0,21045,2.2467353
1035.0,21045,2.2386243
1065.0,21045,2.2142916
1096.0,21045,2.2061806
1127.0,21045,2.1980696
1157.0,21045,2.2305133
0.0,21047,2.1345532
31.0,21047,2.1059654
61.0,21047,2.0773776
92.0,21047,2.1135888
122.0,21047,2.0811892
153.0,21047,2.0695426
184.0,21047,2.0372062
213.0,21047,2.0543256
244.0,21047,2.0904665
274.0,21047,2.08476
305.0,21047,2.0809557
335.0,21047,2.1189988
366.0,21047,2.1342158
397.0,21047,2.160846
427.0,21047,2.1646504
458.0,21047,2.1285095
488.0,21047,2.0942707
519.0,21047,2.1195714
550.0,21047,1.8853434
578.0,21047,1.8968629
609.0,21047,1.9237415
639.0,21047,1.9064624
670.0,21047,1.9122221
700.0,21047,1.9237415
731.0,21047,1.9429405
762.0,21047,1.9659793
792.0,21047,1.9602196
823.0,21047,1.9487002
853.0,21047,1.95254
884.0,21047,1.9628536
915.0,21047,1.9762846
943.0,21047,1.9820408
974.0,21047,1.9609348
1004.0,21047,1.9609348
1035.0,21047,1.9762846
1065.0,21047,1.9762846
1096.0,21047,1.9628536
1127.0,21047,1.9475037
1157.0,21047,1.9302353
0.0,21049,3.308238
31.0,21049,3.2792819
61.0,21049,3.2430868
92.0,21049,3.2937601
122.0,21049,3.2901404
153.0,21049,3.2281282
184.0,21049,3.1597509
213.0,21049,3.1381581
244.0,21049,3.2101343
274.0,21049,3.2353258
305.0,21049,3.2209306
335.0,21049,3.2101343
366.0,21049,3.2569187
397.0,21049,3.2929068
427.0,21049,3.2605176
458.0,21049,3.2281282
488.0,21049,3.2353258
519.0,21049,2.9851282
550.0,21049,3.4259093
578.0,21049,3.4474108
609.0,21049,3.4689124
639.0,21049,3.472496
670.0,21049,3.4868302
700.0,21049,3.4760795
731.0,21049,3.4868302
762.0,21049,3.4832468
792.0,21049,3.5047483
823.0,21049,3.5190825
853.0,21049,3.5620856
884.0,21049,3.5533898
915.0,21049,3.610301
943.0,21049,3.6351995
974.0,21049,3.6280856
1004.0,21049,3.6423135
1035.0,21049,3.6565411
1065.0,21049,3.7419078
1096.0,21049,3.7205663
1127.0,21049,3.7525787
1157.0,21049,3.7739205
0.0,21051,0.56662405
31.0,21051,0.5239749
61.0,21051,0.47523305
92.0,21051,0.63973677
122.0,21051,0.6458295
153.0,21051,0.65335304
184.0,21051,0.62869823
213.0,21051,0.6163708
244.0,21051,0.6163708
274.0,21051,0.6163708
305.0,21051,0.58555228
335.0,21051,0.60404336
366.0,21051,0.6163708
397.0,21051,0.57938856
427.0,21051,0.58555228
458.0,21051,0.57322484
488.0,21051,0.39447731
519.0,21051,0.39930123
550.0,21051,0.43673572
578.0,21051,0.44297481
609.0,21051,0.45545295
639.0,21051,0.46169204
670.0,21051,0.46169204
700.0,21051,0.46793112
731.0,21051,0.48664835
762.0,21051,0.48664835
792.0,21051,0.46793112
823.0,21051,0.48040929
853.0,21051,0.47417021
884.0,21051,0.47961631
915.0,21051,0.48592705
943.0,21051,0.49223778
974.0,21051,0.47961631
1004.0,21051,0.46068409
1035.0,21051,0.45437333
1065.0,21051,0.46699482
1096.0,21051,0.49854854
1127.0,21051,0.49223778
1157.0,21051,0.49223778
0.0,21053,0.59591734
31.0,21053,0.57055914
61.0,21053,0.55788004
92.0,21053,0.54520094
122.0,21053,0.55788004
153.0,21053,0.56151098
184.0,21053,0.56151098
213.0,21053,0.56151098
244.0,21053,0.53598773
274.0,21053,0.54874939
305.0,21053,0.57427257
335.0,21053,0.58703423
366.0,21053,0.59979582
397.0,21053,0.59979582
427.0,21053,0.61255741
458.0,21053,0.59979582
488.0,21053,0.59979582
519.0,21053,0.58494407
550.0,21053,0.44506612
578.0,21053,0.44506612
609.0,21053,0.44506612
639.0,21053,0.44506612
670.0,21053,0.43234995
700.0,21053,0.44506612
731.0,21053,0.4577823
762.0,21053,0.4577823
792.0,21053,0.4577823
823.0,21053,0.48321465
853.0,21053,0.47049847
884.0,21053,0.47666833
915.0,21053,0.47666833
943.0,21053,0.48921224
974.0,21053,0.50175613
1004.0,21053,0.51430005
1035.0,21053,0.52684397
1065.0,21053,0.52684397
1096.0,21053,0.52684397
1127.0,21053,0.52684397
1157.0,21053,0.52684397
0.0,21055,1.2708274
31.0,21055,1.2567072
61.0,21055,1.2708274
92.0,21055,1.341429
122.0,21055,1.3131883
153.0,21055,1.3096747
184.0,21055,1.2955922
213.0,21055,1.2674271
244.0,21055,1.2674271
274.0,21055,1.2815096
305.0,21055,1.2533447
335.0,21055,1.2533447
366.0,21055,1.2533447
397.0,21055,1.2533447
427.0,21055,1.2392621
458.0,21055,1.2392621
488.0,21055,1.2251796
519.0,21055,1.218114
550.0,21055,1.160791
578.0,21055,1.1464603
609.0,21055,1.1321295
639.0,21055,1.1464603
670.0,21055,1.1321295
700.0,21055,1.1464603
731.0,21055,1.1321295
762.0,21055,1.1177988
792.0,21055,1.1321295
823.0,21055,1.1034681
853.0,21055,1.1321295
884.0,21055,1.1391492
915.0,21055,1.1391492
943.0,21055,1.0958904
974.0,21055,1.1103101
1004.0,21055,1.0958904
1035.0,21055,1.1103101
1065.0,21055,1.0958904
1096.0,21055,1.1103101
1127.0,21055,1.0670512
1157.0,21055,1.0814708
0.0,21057,1.0989012
31.0,21057,1.0989012
61.0,21057,1.061008
92.0,21057,1.1557409
122.0,21057,1.1557409
153.0,21057,1.159255
184.0,21057,1.1972634
213.0,21057,1.2162676
244.0,21057,1.2352718
274.0,21057,1.1972634
305.0,21057,1.2162676
335.0,21057,1.2162676
366.0,21057,1.2352718
397.0,21057,1.2922843
427.0,21057,1.2542759
458.0,21057,1.2922843
488.0,21057,1.2732801
519.0,21057,1.2452108
550.0,21057,1.2835249
578.0,21057,1.2452108
609.0,21057,1.3218391
639.0,21057,1.302682
670.0,21057,1.302682
700.0,21057,1.3409961
731.0,21057,1.3218391
762.0,21057,1.302682
792.0,21057,1.2835249
823.0,21057,1.3218391
853.0,21057,1.3601532
884.0,21057,1.3404826
915.0,21057,1.3596324
943.0,21057,1.378782
974.0,21057,1.3979318
1004.0,21057,1.4170816
1035.0,21057,1.4936806
1065.0,21057,1.4936806
1096.0,21057,1.455381
1127.0,21057,1.4936806
1157.0,21057,1.53198
0.0,21059,3.9296947
31.0,21059,3.8977134
61.0,21059,3.9363573
92.0,21059,3.8710623
122.0,21059,3.8470764
153.0,21059,3.8088808
184.0,21059,3.6884053
213.0,21059,3.7135594
244.0,21059,3.7532766
274.0,21059,3.7426853
305.0,21059,3.7718115
335.0,21059,3.7784309
366.0,21059,3.8194721
397.0,21059,3.820796
427.0,21059,3.8181481
458.0,21059,3.7731352
488.0,21059,3.7109118
519.0,21059,3.6615381
550.0,21059,3.5509813
578.0,21059,3.5825689
609.0,21059,3.5667751
639.0,21059,3.5522974
670.0,21059,3.5641427
700.0,21059,3.549665
731.0,21059,3.5720396
762.0,21059,3.5628266
792.0,21059,3.5707235
823.0,21059,3.5509813
853.0,21059,3.5641427
884.0,21059,3.5391507
915.0,21059,3.5312917
943.0,21059,3.5509391
974.0,21059,3.5771356
1004.0,21059,3.5614178
1035.0,21059,3.5876143
1065.0,21059,3.6295288
1096.0,21059,3.6033323
1127.0,21059,3.5928535
1157.0,21059,3.5758259
0.0,21061,0.61639613
31.0,21061,0.65748924
61.0,21061,0.67803574
92.0,21061,0.66776246
122.0,21061,0.69858229
153.0,21061,0.73237717
184.0,21061,0.71203339
213.0,21061,0.70186144
244.0,21061,0.71203339
274.0,21061,0.66117382
305.0,21061,0.67134577
335.0,21061,0.66117382
366.0,21061,0.69168955
397.0,21061,0.69168955
427.0,21061,0.69168955
458.0,21061,0.66117382
488.0,21061,0.65100193
519.0,21061,0.60741043
550.0,21061,0.5770399
578.0,21061,0.60741043
609.0,21061,0.59728688
639.0,21061,0.59728688
670.0,21061,0.60741043
700.0,21061,0.60741043
731.0,21061,0.59728688
762.0,21061,0.56691641
792.0,21061,0.54666936
823.0,21061,0.54666936
853.0,21061,0.53654587
884.0,21061,0.52509338
915.0,21061,0.52509338
943.0,21061,0.53519136
974.0,21061,0.54528928
1004.0,21061,0.54528928
1035.0,21061,0.54528928
1065.0,21061,0.53519136
1096.0,21061,0.52509338
1127.0,21061,0.53519136
1157.0,21061,0.54528928
0.0,21063,0.29402155
31.0,21063,0.31035608
61.0,21063,0.29402155
92.0,21063,0.29402155
122.0,21063,0.31035608
153.0,21063,0.31060979
184.0,21063,0.32695767
213.0,21063,0.32695767
244.0,21063,0.35965341
274.0,21063,0.34330553
305.0,21063,0.35965341
335.0,21063,0.35965341
366.0,21063,0.32695767
397.0,21063,0.32695767
427.0,21063,0.32695767
458.0,21063,0.34330553
488.0,21063,0.34330553
519.0,21063,0.35894924
550.0,21063,0.32631752
578.0,21063,0.29368576
609.0,21063,0.32631752
639.0,21063,0.32631752
670.0,21063,0.31000164
700.0,21063,0.31000164
731.0,21063,0.32631752
762.0,21063,0.35894924
792.0,21063,0.391581
823.0,21063,0.42421275
853.0,21063,0.42421275
884.0,21063,0.44117647
915.0,21063,0.44117647
943.0,21063,0.44117647
974.0,21063,0.44117647
1004.0,21063,0.45751634
1035.0,21063,0.44117647
1065.0,21063,0.45751634
1096.0,21063,0.44117647
1127.0,21063,0.42483661
1157.0,21063,0.44117647
0.0,21065,1.6209035
31.0,21065,1.6297609
61.0,21065,1.6209035
92.0,21065,1.6829052
122.0,21065,1.7006201
153.0,21065,1.820119
184.0,21065,1.7224541
213.0,21065,1.1275859
244.0,21065,2.0243275
274.0,21065,1.9976915
305.0,21065,1.9799343
335.0,21065,2.0775993
366.0,21065,2.0775993
397.0,21065,2.0687206
427.0,21065,2.1219923
458.0,21065,2.1663854
488.0,21065,2.2551718
519.0,21065,2.3143165
550.0,21065,1.309652
578.0,21065,1.3186222
609.0,21065,1.3186222
639.0,21065,1.3006817
670.0,21065,1.3275924
700.0,21065,1.3275924
731.0,21065,1.3814137
762.0,21065,1.4083244
792.0,21065,1.4172946
823.0,21065,1.4262648
853.0,21065,1.4711159
884.0,21065,1.4510816
915.0,21065,1.4777887
943.0,21065,1.4955933
974.0,21065,1.3976675
1004.0,21065,1.3709606
1035.0,21065,1.3442535
1065.0,21065,1.4243746
1096.0,21065,1.40657
1127.0,21065,1.40657
1157.0,21065,1.4154723
0.0,21067,6.9426236
31.0,21067,7.0689116
61.0,21067,7.0777597
92.0,21067,7.1284356
122.0,21067,7.1195874
153.0,21067,7.0301514
184.0,21067,6.9701667
213.0,21067,7.0472331
244.0,21067,7.1969967
274.0,21067,7.2105031
305.0,21067,7.2327495
335.0,21067,7.2756524
366.0,21067,7.3348427
397.0,21067,7.3415961
427.0,21067,7.28757
458.0,21067,7.2978988
488.0,21067,7.2800221
519.0,21067,7.2601066
550.0,21067,7.0684285
578.0,21067,7.1027412
609.0,21067,7.0636954
639.0,21067,7.0964308
670.0,21067,7.0932755
700.0,21067,7.0794716
731.0,21067,7.0905147
762.0,21067,7.1224608
792.0,21067,7.1185169
823.0,21067,7.2037072
853.0,21067,7.3180833
884.0,21067,7.2636395
915.0,21067,7.2879639
943.0,21067,7.3456368
974.0,21067,7.3993864
1004.0,21067,7.3617225
1035.0,21067,7.4088025
1065.0,21067,7.5669122
1096.0,21067,7.5826054
1127.0,21067,7.6202693
1157.0,21067,7.6336088
0.0,21069,1.9060647
31.0,21069,1.7145463
61.0,21069,1.7054263
92.0,21069,1.7145463
122.0,21069,1.7145463
153.0,21069,1.7577589
184.0,21069,1.7577589
213.0,21069,1.8126888
244.0,21069,1.8126888
274.0,21069,1.8309988
305.0,21069,1.7669139
335.0,21069,1.8035338
366.0,21069,1.8401538
